title,composer,price,publication_type,first_part,second_part,third_part,fourth_part,fifth_part,tempo,arrangement_difficulty,solo_difficulty,post_content,leader,album_name,label_info,personnel,date_recorded,composer_biography,product_url
Una Mas,"Dorham, Kenny",20,Sextet,Trumpet|Alto Sax|C treble clef,Alto Sax|Tenor Sax,Tenor Sax|Baritone Sax|Trombone,,,Medium funk/Latin,medium,medium,"SEXTET INSTRUMENTATION
1st part: Trumpet, Alto Sax, C treble clef
2nd part: Alto Sax, Tenor Sax
3rd part: Tenor Sax, Baritone Sax, Trombone
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
This funky Latin crowd pleaser makes six musicians sound like many more, because of the full voicings that exploit the best registers of each instrument (especially when using the recorded instrumentation) and also because the piano and bass often play important counter lines, giving the impression that there's a bigger front line.
SOLOS: These changes are easy to master and will be invaluable to a player in future Latin music endeavors. There are plenty of II-Vs to sink your teeth into as well as many other staples of Latin harmony.
OTHER RECORDINGS
Kenny Dorham/Una Mas (Blue Note 46515)
Roy Hargrove/Habana (Verve 314 537 563)
Hilton Ruiz/A Moment's Notice (BMG 3123)
Clark Terry/Big Bad Band Live (Vanguard 79355)",T.S. MONK,CHANGING OF THE GUARD,Blue Note: CDP7 89050 2,"DON SICKLER (trumpet, flugelhorn), BOBBY PORCELLI (alto & baritone sax, flute), WILLIE WILLIAMS (soprano & tenor sax), RONNIE MATHEWS (piano), SCOTT COLLEY (bass), T.S. MONK (drums)","Recorded February 8-10 & 13, 1993","KENNY DORHAM (1924-1972). A founding member of The Jazz Messengers, along with Art Blakey, Horace Silver and Hank Mobley, Kenny replaced Clifford Brown in Max Roach's Quintet in 1956. Prior to that, he played with Dizzy Gillespie and Billy Eckstine and was part of Charlie Parker's group in 1948-1949. In the 1950s and '60s he made nearly 2 dozen records as a leader, including such Blue Note classics as ""Whistle Stop,"" ""Una Mas,"" and ""Trompeta Toccata"" (each with compositions of the same name), with sidemen including Joe Henderson, Tommy Flanagan, Paul Chambers, Sonny Rollins, Herbie Hancock, Hank Jones and Art Taylor. He later studied music at the graduate level at NYU and wrote film scores. His compositions, including Fair Weather, Lotus Blossom, Prince Albert and Blue Bossa, have been recorded by Clark Terry, Chet Baker, Freddie Hubbard, Art Farmer, Roy Hargrove, Nicholas Payton, Don Friedman, J.J. Johnson, Jimmy Heath, McCoy Tyner, Lou Donaldson, George Benson and by most of his former sidemen, among others.",http://www.musicdispatch.com/product/viewproduct.do?itemid=706
Just One More Thing,"Rothenberg, Rich",20,Sax Quartet,Alto Sax 1,Alto Sax 2,Tenor Sax,Baritone Sax,,Medium groove,medium,medium,"SAX QUARTET INSTRUMENTATION
Alto Sax 1
Alto Sax 2
Tenor Sax
Baritone Sax
FULL SCORE
The rhythmic activity in this chart will really grab the listener: the bass notes change on upbeats, and the altos' harmonic accompaniment moves between upbeats and downbeats. This chart features the tenor on the melody and in the solo section which goes into a medium uptempo swing.",29TH STREET SAXOPHONE QUARTET,YOUR MOVE,Antilles: 314 512 524-2,"BOBBY WATSON (alto sax), ED JACKSON (alto sax), RICH ROTHENBERG (tenor sax), JIM HARTOG (baritone sax)","Recorded March 17-19, 1992","THE 29th STREET SAXOPHONE QUARTET was a New York-based cooperative which consisted of altos Bobby Watson and Ed Jackson, Rich Rothenberg on tenor and baritonist Jim Hartog. Each of the members contributed charts, available from Second Floor Music, to the series of albums the group recorded between 1983 and 1992.",http://www.musicdispatch.com/product/viewproduct.do?itemid=824
Daahoud,"Brown, Clifford",23,Septet,Trumpet,Trombone,Tenor Sax,Baritone Sax,,Uptempo swing,medium,medium,"This challenging Jack Montrose arrangement is straight from the original version, recorded on the Pacific Jazz label, of CLIFFORD BROWN classics. Montrose earned a solid reputation as an arranger, working with West Coast jazz giants Chet Baker and Art Pepper, as well as this session with Brown.
SEPTET INSTRUMENTATION
Trumpet
Trombone
Tenor Sax
Baritone Sax
Rhythm Section: Piano, Bass, Drums
FULL SCORE
[JRTS]*
Clifford Brown's transcribed solos on <i>Daahoud</i> are now available from jazzleadsheets.com. <a target=""_blank"" href=""http://www.jazzleadsheets.com/cart.php?m=product_detail&p=144""><b>Click for full details.</b></a>
This version of Brown's bebop classic will push the horns' technique and collective time feel. The intro explores the challenging first phrase of the melody in several keys before settling into the statement of the head. The trumpet carries the melody and the only accompaniment is a rhythmic background texture created by the other horns. The rhythm section eventually enters, but only with a figure that goes against the rhythmic tide, increasing the responsibility of the horn players to hold things together.
SOLOS: This is another set of classic bebop changes that goes to some uncommon keys and will be valuable to anyone who really wants to master playing over bebop harmonies. Also see the quintet chart (Clifford's own arrangement).
* Jazz Repertory Transcription Series includes chord voicings, bass lines, drum fills and cued melody lines in rhythm section parts.",CLIFFORD BROWN,The Complete Blue Note & Pacific Jazz Recordings Of CLIFFORD BROWN,Mosaic: MR5-104 (Blue Note: B2 34195),"CLIFFORD BROWN (trumpet), STU WILLIAMSON (trombone), ZOOT SIMS (tenor sax), BOB GORDON (baritone sax), RUSS FREEMAN (piano), JOE MONDRAGON (bass), SHELLY MANNE (drums)","Recorded July 12, 1954","CLIFFORD BROWN (1930-1956). Although his tragically short career ended in a car crash at age 25, Brownie, a member of Downbeat's Hall of Fame, is considered one of the greatest jazz trumpeters and composers of all time. With exceptional technique and tone and an ability to play deeply moving ballads, he has influenced every major trumpet player since. He is most famous for his collaborations with Max Roach and his recordings have been reissued on Blue Note and Verve boxed sets. His many compositions, including the standards ""Joy Spring"" and ""Daahoud,"" have been recorded by Dizzy Gillespie, Oscar Peterson, Sarah Vaughn, Stan Getz, Helen Merrill, George Shearing, Freddie Hubbard, Ahmad Jamal, Arturo Sandoval, Wes Montgomery, McCoy Tyner and many, many others.",http://www.musicdispatch.com/product/viewproduct.do?itemid=852
Old Time Ways,"Watson, Robert",40,Big Band,5 Saxes (AATTB),4 Trumpets,4 Trombones,,,Medium swing,medium-easy,medium,"Bobby Watson's arrangements have impressed jazz educators worldwide for their infectious melodies, complex harmonies, independent parts within solid ensemble writing, and - particularly - their playability. Though written for professionals, these charts are playable by junior high, middle school and high school jazz bands. Bobby features them at his clinics where they are always enthusiastically received.
BIG BAND INSTRUMENTATION
Alto Sax 1
Alto Sax 2
Tenor Sax 1
Tenor Sax 2
Baritone Sax
Trumpet 1
Trumpet 2
Trumpet 3
Trumpet 4
Trombone 1
Trombone 2
Trombone 3
Trombone 4
Guitar
Piano
Bass
Drums
FULL SCORE
After a rubato introduction by trombones and rhythm, an easy swing feel takes over. With its colorful harmonies, this chart is easy and fun to play. Perfect for young players. There is an alto sax solo.",BOBBY WATSON,TAILOR MADE,Columbia: CK 53416,"B PORCELLI, E JACKSON, C BAILEY, R ROTHENBERG, B SAXTON, P HIGGINS, J HARTOG (sx); J FADDIS, M MUSTAFA, R KISOR (tp); S TURRE, R EUBANKS, F LACY, D PURVIANCE (tb); J WILLIAMS, D PEREZ, E MARTINEZ (p); P SOCOLOW (b); S BERRIOS, R MANTILLA, V SEE-YUEN (pc)","Recorded in December, 1992","BOBBY WATSON (b. 1953). One of the most gifted composers and arrangers in Jazz today, versatile alto-saxophonist Bobby Watson has recorded his compositions on more than 30 albums in diverse settings from sax quartets as a member of the 29th Street Saxophone Quartet, to combos with his group Horizon, to his ""Tailor Made"" big band. After receiving his degree in music theory and composition from the University of Miami, Bobby completed his jazz education in the late '70s as a member of Art Blakey's Jazz Messengers where he served as music director for 2 years in a group that included Wynton Marsalis, James Williams, Billy Pierce and Charles Fambrough. A recipient of an NEA grant for composition and a frequent clinician across the country, Bobby's works such as Appointment In Milano, Wheel Within A Wheel, Conservation and Beatitudes have been recorded by Blakey, Wynton Marsalis, Kevin Mahogany, T.S. Monk and others.",http://www.musicdispatch.com/product/viewproduct.do?itemid=858
Groovy Encounters,"O'Farrill, Chico",40,Big Band,5 Saxes (AATTB),4 Trumpets,4 Trombones,,,Uptempo swing,medium-advanced,medium,"BIG BAND INSTRUMENTATION
Alto Sax 1
Alto Sax 2
Tenor Sax 1
Tenor Sax 2
Baritone Sax
Trumpet 1
Trumpet 2
Trumpet 3
Trumpet 4
Trombone 1
Trombone 2
Trombone 3
Trombone 4
Guitar
Piano
Bass
Drums
FULL SCORE
A real smoker! Written for Count Basie, this is the perfect opener or closer for a concert, and a great chart for festivals and competitions. Trombone, tenor sax, trumpet, alto sax and piano have solos. It's really a series of groovy encounters with exciting ensemble backgrounds and interludes.",PRATT BROTHERS BIG BAND,GROOVY ENCOUNTERS,Amosaya: AM-2532,"ALAN GAUVIN, PETE YELLIN, RICH PERRY, WILLIE WILLIAMS, DAVE SCHUMACHER (sx),DEAN PRATT,JOE MOSELLO, STU SATALOFF, ROSS KONIKOFF, DON SICKLER (tpt), SCOTT WHITFIELD, BENNY POWELL, KENNY RUPP (trb), RONNIE MATHEWS (pno), MIKE HALL (bs), MIKE PRATT (dr)",Recorded in March 1995,"CHICO O'FARRILL (b. 1921). Afro-Cuban Jazz legend Chico O'Farrill recently returned from a long hiatus with feature articles about him in both Downbeat and Jazz Times, a Lincoln Center retrospective of his works, including the premiere of his Trumpet Fantasy performed by Wynton Marsalis, and a new album featuring his big band charts. Chico moved from his native Havana in the 1940s and wrote compositions and arrangements in various styles for Count Basie, Benny Goodman, Dizzy Gillespie, Stan Kenton, Machito, Charlie Parker and others from the late '40s to the mid '60s.",http://www.musicdispatch.com/product/viewproduct.do?itemid=878
One Down,"Hope, Elmo",23,Septet,Trumpet|Alto Sax|C treble clef,Alto Sax|Tenor Sax,Trombone|Tenor Sax|C treble clef,Trombone|Baritone Sax,,Medium up Latin/swing,medium-advanced,medium-advanced,"SEPTET INSTRUMENTATION
1st part: Trumpet, Alto Sax, C treble clef
2nd part: Alto Sax, Tenor Sax
3rd part: Tenor Sax, Trombone, Guitar (C treble clef)
4th part: Trombone, Baritone Sax
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
This is a great feature for the trumpet (or other 1st part player), who has the daunting task of tackling Elmo Hope's pianistic melody single-handedly. The other horns support and enhance the melody. There are several backgrounds for the solo section, so any instrument can solo.
SOLOS: The changes are good bebop changes with many II-Vs that explore a number of different keys. These are good for any reasonably experienced bebop soloist.
OTHER RECORDINGS
Harold Land/The Fox (OJC (Contemporary) 343)",DON SICKLER,NIGHT WATCH,Uptown: UPCD 27.39,"DON SICKLER (trumpet), BOB PORCELLI (alto sax), RALPH MOORE (tenor sax), CARL FONTANA (trombone), GARY SMULYAN (baritone sax), RICHARD WYANDS (piano), PETER WASHINGTON (bass), KENNY WASHINGTON (drums)","Recorded September 19 & 21, 1990","ELMO HOPE (1923-1967). A classically trained pianist with technique rivaling that of his childhood friend Bud Powell and a composer of music whose inventiveness and complexity approaches that of Thelonious Monk, Elmo Hope is only now beginning to achieve the recognition he deserves because of recent reissues of his albums and the efforts of his soulmate and muse, Bertha Hope, an excellent pianist and composer as well. Although his career was circumscribed by drug problems, he recorded several albums as a leader with sidemen including John Coltrane, Paul Chambers, Blue Mitchell, Frank Foster and Jimmy Heath. His compositions have been recorded by Clifford Brown (with whom he played), Art Blakey, Charlie Rouse, James Spaulding, Lou Donaldson, Harold Land, T.S. Monk, Ralph Moore and others.",http://www.musicdispatch.com/product/viewproduct.do?itemid=899
Pianitis,"O'Farrill, Chico",40,Big Band,5 Saxes (AATTB),4 Trumpets,4 Trombones,,,"Ballad, uptempo Latin/swing",medium,medium,"BIG BAND INSTRUMENTATION
Alto Sax 1
Alto Sax 2
Tenor Sax 1
Tenor Sax 2
Baritone Sax
Trumpet 1
Trumpet 2
Trumpet 3
Trumpet 4
Trombone 1
Trombone 2
?Trombone 3
Trombone 4
Guitar (optional)
Piano
Bass
Drums
Percussion
FULL SCORE
Originally written to feature Chico's son, pianist Arturo O'Farrill, this chart was premiered at the 1984 San Francisco Jazz Festival with Machito's orchestra. An ideal chart to feature your pianist in an impressive concert work in the Latin style.",CHICO O'FARRILL,PURE EMOTION,Milestone: MCD-9239-2,"M RIVERA, B FRANCESCHINI, L HAMBRO, R BRICENO, P CALOGERO (saxes),PAZ, M MOSSMAN, J SEELEY, D COLLETTE, T QUIMETTE (tpts), G CHAMBERLAIN, P VASQUEZ, R EUBANKS, E McINTYRE (trbs), J SCOTT, S MOE (hn), A O'FARRILL (pno), A GONZALEZ (bs), BERRIOS (perc)",Recorded in February 1995,"CHICO O'FARRILL (b. 1921). Afro-Cuban Jazz legend Chico O'Farrill recently returned from a long hiatus with feature articles about him in both Downbeat and Jazz Times, a Lincoln Center retrospective of his works, including the premiere of his Trumpet Fantasy performed by Wynton Marsalis, and a new album featuring his big band charts. Chico moved from his native Havana in the 1940s and wrote compositions and arrangements in various styles for Count Basie, Benny Goodman, Dizzy Gillespie, Stan Kenton, Machito, Charlie Parker and others from the late '40s to the mid '60s.",http://www.musicdispatch.com/product/viewproduct.do?itemid=880
John Brown's Other Body,"Oddo, John",40,Big Band,2 A Sax|T Sax|T Sax/Picc|B Sax,2 Trumpets|2 Trumpets/Flugelhorns,3 Trombones,,,Funky,medium,medium,"BIG BAND INSTRUMENTATION
Sax 1: Tenor Sax
Sax 2: Tenor Sax
Sax 2: Alto Sax (sub. for Tenor Sax)
Sax 3: Alto Sax (opt.)
Sax 4: Tenor Sax (and Piccolo)
Sax 5: Baritone Sax
Trumpet 1
Trumpet 2
?Trumpet 3 (and Flugelhorn)
Trumpet 4 (and Flugelhorn)
Trumpet 5
Trombone 1
Trombone 2
Trombone 3
Piano
Bass
Drums
Percussion
Guitar (opt.)
FULL SCORE
This clever funky arrangement of <I>The Battle Hymn Of The Republic</I> features every section of the ensemble in some capacity. The sixteenth note syncopations and exciting inter-section dialogues will really tighten up a band and get them thinking and listening together.  The 3rd sax (alto or tenor) has a solo on piccolo or flute that can be adapted to saxophone if necessary. The fourth sax (tenor) has a solo as well. Originally written for and recorded by the Woody Herman Orchestra.",WOODY HERMAN BIG BAND,LIVE AT THE CONCORD JAZZ FESTIVAL,Concord Jazz: CJ 191,"P McGINLEY, B ROSS, R RUSSELL, M BRIGNOLA (sx); B O'FLAHERTY, S WAGSTAFF, M LEWIS, G RABBAI, B STAPLETON (tp); G SMITH, J FEDCHOCK, L SHUNK (tb); J ODDO (p); M HALL (b); D RATAJCZAK (dr)","Recorded August 15, 1981","JOHN ODDO (b. 1953) received his musical training from the famed Eastman School of Music and later wrote for and played piano in Woody Herman's Herd in the 1980s. Since leaving the Herd, John has been Rosemary Clooney's accompanist and music director for many years.",http://www.musicdispatch.com/product/viewproduct.do?itemid=7009460
Something For Kenny,"Hope, Elmo",,Octet,Trumpet|Alto Sax,Alto Sax,Tenor Sax,Trombone|Tenor Sax,Baritone Sax,Medium up Latin,medium,medium,"OCTET INSTRUMENTATION
1st part: Trumpet, Alto Sax
2nd part: Alto Sax
3rd part: Tenor Sax
4th part: Trombone, Tenor Sax
5th part: Baritone Sax
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
After a haunting horn and bass intro, the drums set a slightly faster Latin groove for the horn melody interplay which alternates in 8-measure sections: Latin to swing. Another great composition by a legendary jazz composer.
SOLOS: The solo section is straight ahead swing. The 8-measure sections (ABAC) in the solo chorus alternate 2-measure per chord sections (A) with faster moving II-Vs (both major and minor) in the B and C sections. The horn background can be played behind any soloist.
OTHER RECORDINGS
Bertha Hope/Between 2 Kings (Minor Music [Koch] 801025)",DON SICKLER,NIGHT WATCH,Uptown UPCD 27.39,"DON SICKLER (trumpet), BOB PORCELLI (alto sax), RALPH MOORE (tenor sax), CARL FONTATA (trombone), GARY SMULYAN (baritone sax), RICHARD WYANDS (piano), PETER WASHINGTON (bass), KENNY WASHINGTON (drums)","Recorded September 19 & 21, 1990","ELMO HOPE (1923-1967). A classically trained pianist with technique rivaling that of his childhood friend Bud Powell and a composer of music whose inventiveness and complexity approaches that of Thelonious Monk, Elmo Hope is only now beginning to achieve the recognition he deserves because of recent reissues of his albums and the efforts of his soulmate and muse, Bertha Hope, an excellent pianist and composer as well. Although his career was circumscribed by drug problems, he recorded several albums as a leader with sidemen including John Coltrane, Paul Chambers, Blue Mitchell, Frank Foster and Jimmy Heath. His compositions have been recorded by Clifford Brown (with whom he played), Art Blakey, Charlie Rouse, James Spaulding, Lou Donaldson, Harold Land, T.S. Monk, Ralph Moore and others.",http://www.musicdispatch.com/product/viewproduct.do?itemid=907
Barfly,"Hope, Elmo",,Octet,Trumpet|Alto Sax,Alto Sax,Tenor Sax,Trombone|Tenor Sax,Baritone Sax,Ballad,medium,medium,"OCTET INSTRUMENTATION
1st part: Trumpet, Alto Sax
2nd part: Alto Sax
3rd part: Tenor Sax
4th part: Trombone, Tenor Sax
5th part: Baritone Sax
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
A beautiful ballad feature for trombone or tenor sax (4th part). A rich harmonic texture supports the melody, which is passed to the trumpet (1st part). A 4-bar double-time Latin section adds another dimension to this ""deep"" ballad.
SOLOS: Lots of changes, but enough time for the sensitive soloist to take a unique trip.
OTHER RECORDINGS
Elmo Hope/Elmo Hope Trio (Fantasy OJC 477)",ELMO HOPE,NIGHT WATCH,Uptown UPCD 27.39,"DON SICKLER (trumpet), BOB PORCELLI (alto sal), RALPH MOORE (tenor sax), CARL FONTANA (trombone), GARY SMULYAN (baritone sax), RICHARD WYANDS (piano), PETER WASHINGTON (bass), KENNY WASHINGTON (drums)","Recorded on September 19 & 21, 1990","ELMO HOPE (1923-1967). A classically trained pianist with technique rivaling that of his childhood friend Bud Powell and a composer of music whose inventiveness and complexity approaches that of Thelonious Monk, Elmo Hope is only now beginning to achieve the recognition he deserves because of recent reissues of his albums and the efforts of his soulmate and muse, Bertha Hope, an excellent pianist and composer as well. Although his career was circumscribed by drug problems, he recorded several albums as a leader with sidemen including John Coltrane, Paul Chambers, Blue Mitchell, Frank Foster and Jimmy Heath. His compositions have been recorded by Clifford Brown (with whom he played), Art Blakey, Charlie Rouse, James Spaulding, Lou Donaldson, Harold Land, T.S. Monk, Ralph Moore and others.",http://www.musicdispatch.com/product/viewproduct.do?itemid=916
On The Real Side,"Davis, Walter Jr",,Octet,Trumpet|Alto Sax,Alto Sax,Tenor Sax,Trombone|Tenor Sax,Baritone Sax,Ballad,medium,medium,"OCTET INSTRUMENTATION
1st part: Trumpet, Alto Sax
2nd part: Alto Sax
3rd part: Tenor Sax
4th part: Trombone, Tenor Sax
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
A thoughtful and inspired arrangement. The melody weaves from instrument to instrument as the tapestry unfolds into the first chorus of the first soloist.
SOLOS: A long form (56 measure choruses), but the chords don't go by too fast. The 2 chorus background for a 2nd or 3rd part soloist gradually builds in complexity and intensity.
OTHER RECORDINGS
Walter Davis, Jr./Illumination (Denon [Allegro] 8553)",DON SICKLER,NIGHT WATCH,Uptown UPCD 27.39,"DON SICKLER (trumpet), BOB PORCELLI (alto sax), RALPH MOORE (tenor sax), CARL FONTANA (trombone), GARY SMULYAN (baritone sax), RICHARD WYANDS (piano), PETER WASHINGTON (bass), KENNY WASHINGTON (drums)","Recorded on September 19 & 21, 1990","WALTER DAVIS, JR. (1932-1990) A protege of Thelonious Monk, Walter Davis, Jr. has a small but distinguished discography. As a leader, he recorded the classic ""Davis Cup"" session on Blue Note and a well-regarded solo piano album of Thelonious Monk compositions. He also toured and recorded with Dizzy Gillespie's big band, Donald Byrd, Sonny Rollins, 2 separate tours of duty with Art Blakey's Jazz Messengers and the repertory group featuring Tadd Dameron's music, Dameronia.",http://www.musicdispatch.com/product/viewproduct.do?itemid=914
Dealer Takes Four,"Grant, Rodgers",,Sextet,Trumpet|Alto Sax|C treble clef,Alto Sax|C treble clef,Tenor Sax|Beritone Sax|Trombone|C treble clef,,,medium up swing,medium-easy,medium-easy,"SEXTET INSTRUMENTATION
1st part: Trumpet, Alto Sax, C treble clef
2nd part: Alto Sax, C treble clef
3rd part: Tenor Sax, Baritone Sax, Trombone, C treble clef
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
This composition gets its name from the predominant use of the 4th interval. Ever since this arrangement was added to the T.S. Monk Bank library, Monk has invariably called it to open the sets. His reasoning--it swings hard and gets you into the spirit of playing music. At the suggested tempo this arrangement is at least medium difficult, but at a slower tempo like medium swing it's a good exercise in the fourth interval for inexperienced players. With 3 C treble clef parts, the arrangement can be played by 3 flutes or 3 guitars.
SOLOS: The chord progression is not difficult: II-Vs, successive dominants and I chords.",T.S. MONK,THE CHARM,Blue Note CDP 0777 7 89575 2,"DON SICKLER (trumpet ), BOBBY PORCELLI (alto sax), WILLIE WILLIAMS (tenor sax), RONNIE MATHEWS (piano), SCOTT COLLEY (bass), T.S. MONK (drums)","Recorded in September, 1994","RODGERS GRANT (b. 1935) Pianist Rodgers Grant is best known for his work with Mongo Santamaria in the 1960s, where, for a time, Herbie Hancock was his substitute. His composition Morning Star has been frequently recorded by Stan Getz, Hubert Laws, Ralph Moore and others. He was a co-writer of the pop hit Yeh Yeh which is sometimes featured in film and TV soundtracks. Sonny Fortune, Groove Holmes, T.S. Monk, and Mongo are among the other Jazz artists who have recorded his compositions.",http://www.musicdispatch.com/product/viewproduct.do?itemid=918
Hill's Edge,"Dorham, Kenny",,Septet,Trumpet|Alto Sax|C treble clef,Alto Sax|Tenor Sax,Tenor Sax|Trombone|Guitar (C treble clef),Trombone|Baritone Sax,,uptempo swing,medium-advanced,medium,"SEPTET INSTRUMENTATION
1st part: Trumpet, Alto Sax, C treble clef
2nd part: Alto Sax, Tenor Sax
3rd part: Tenor Sax, Trombone, Guitar (C treble clef)
4th part: Trombone, Baritone Sax
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
This uptempo swing arrangement has a challenging melody line for the 1st and 2nd part players. Kenny's ingenious introduction leads right into the A section of the melody, so you're not really aware of where the melody starts.
SOLOS: The chord progression is the first 16 measures of Eddie 'Cleanhead' Vinson's <I>Tune Up.</I> There are two different backgrounds, depending on the soloist.
OTHER RECORDINGS
Kenny Dorham/Round About Midnight At The Cafe Bohemia (Capitol 81524)",DON SICKLER,NIGHT WATCH,Uptown UPCD 27.39,"DON SICKLER (trumpet), BOB PORCELLI (alto sax), RALPH MOORE (tenor sax), CARL FONTANA (trombone), RICHARD WYANDS (piano), PETER WASHINGTON (bass), KENNY WASHINGTON (drums)","Recorded September 19 & 21, 1990","KENNY DORHAM (1924-1972). A founding member of The Jazz Messengers, along with Art Blakey, Horace Silver and Hank Mobley, Kenny replaced Clifford Brown in Max Roach's Quintet in 1956. Prior to that, he played with Dizzy Gillespie and Billy Eckstine and was part of Charlie Parker's group in 1948-1949. In the 1950s and '60s he made nearly 2 dozen records as a leader, including such Blue Note classics as ""Whistle Stop,"" ""Una Mas,"" and ""Trompeta Toccata"" (each with compositions of the same name), with sidemen including Joe Henderson, Tommy Flanagan, Paul Chambers, Sonny Rollins, Herbie Hancock, Hank Jones and Art Taylor. He later studied music at the graduate level at NYU and wrote film scores. His compositions, including Fair Weather, Lotus Blossom, Prince Albert and Blue Bossa, have been recorded by Clark Terry, Chet Baker, Freddie Hubbard, Art Farmer, Roy Hargrove, Nicholas Payton, Don Friedman, J.J. Johnson, Jimmy Heath, McCoy Tyner, Lou Donaldson, George Benson and by most of his former sidemen, among others.",http://www.musicdispatch.com/product/viewproduct.do?itemid=905
Ronnie's A Dynamite Lady,"Davis, Walter Jr",,Septet,Trumpet|Alto Sax,Alto Sax,Tenor Sax,Trombone|Baritone Sax,,medium,medium-advanced,medium,"SEPTET INSTRUMENTATION
1st part: Trumpet, Alto Sax
2nd part: Alto Sax
3rd part: Tenor Sax
4th part: Trombone, Baritone Sax
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
A challenging composition and arrangement, there's no place to hide in <I>Ronnie:</I> you have to keep your wits about you at all times. Each of the horn parts have short solo spaces interwoven into the fabric of the shout chorus. The horn background can be used for any soloist.
SOLOS:  long form (56 measures) but not complicated chord movement. A lot of fun to play on.
OTHER RECORDINGS
Art Blakey/Gypsy Folk Tales (Roulette SF 5008)",DON SICKLER,NIGHT WATCH,Uptown UPCD 27.39,"DON SICKLER (trumpet), BOB PORCELLI (alto sax), RALPH MOORE (tenor sax), CARL FONTANA (trombone), RICHARD WYANDS (piano), PETER WASHINGTON (bass), KENNY WASHINGTON (drums)","Recorded September 19 & 21, 1990","WALTER DAVIS, JR. (1932-1990) A protege of Thelonious Monk, Walter Davis, Jr. has a small but distinguished discography. As a leader, he recorded the classic ""Davis Cup"" session on Blue Note and a well-regarded solo piano album of Thelonious Monk compositions. He also toured and recorded with Dizzy Gillespie's big band, Donald Byrd, Sonny Rollins, 2 separate tours of duty with Art Blakey's Jazz Messengers and the repertory group featuring Tadd Dameron's music, Dameronia.",http://www.musicdispatch.com/product/viewproduct.do?itemid=912
Way Out Basie,"Wilkins, Ernie",,Big Band,5 Saxes (AATTB),4 Trumpets,4 Trombones,,,medium swing,medium,easy,"BIG BAND INSTRUMENTATION
Alto Sax 1
Alto Sax 3
Tenor Sax 2
Tenor Sax 4
Baritone Sax
Trumpet 1
Trumpet 2
Trumpet 3
Trumpet 4
Trombone 1
Trombone 2
Trombone 3
Trombone 4
Piano
Bass
Drums
Guitar
FULL SCORE
A medium tempo swinger based on an easy chord progression. Features solos for alto sax, trumpet and piano, as well as a sax soli and shout chorus.",COUNT BASIE,FARMERS MARKET BARBECUE,Fantasy [Pablo] OJC 732,"D TURNER, B PLATER (as), K HING, E DIXON (ts),B SUMMERS, S COHN, D CARLEY, C ALBERT (tp), B HUGHES, D WILSON, G MITCHELL,  BOOTY WOOD (trb), COUNT BASIE (pno), J LEARY (bass), G FIELD (dr), F GREEN (gtr)","Recorded on May 4, 1982","ERNIE WILKINS (1922-1999) One of the all-time great big band arrangers, tenor saxophonist Ernie Wilkins has provided swinging charts for the top band leaders since the late 1940s when he was a member of Earl Hines' last big band. He joined Count Basie in the early '50s, where in addition to his playing duties, he contributed dozens of charts which helped define the Basie sound. He also wrote charts for Dizzy Gillespie's famed State Department big band and later for big bands led by trumpeters Harry James and Clark Terry. The jazz world lost one of its all-time greats when Ernie passed away in 1999.",http://www.musicdispatch.com/product/viewproduct.do?itemid=922
Chords,"Wayne, Chuck",,Method,Guitar,,,,,,beginner - advanced,,"<B>The School Of Chuck Wayne: Guitar Studies</B> The definitive jazz guitar method by music legend Chuck Wayne. With a career that includes recordings with Coleman Hawkins, Lester Young, Charlie Parker, Woody Herman, George Shearing and Tony Bennett, Chuck Wayne's approach to the guitar has paved the way for a generation of guitarists. This book presents in-depth analyses of Chuck's highly influential developments in technique and jazz theory. Examples and exercises Chuck found invaluable in his own teachings are detailed. <B>Chords</B> is presented in 3 forms (music notation, tablature and fretboard diagrams) and explains Chuck's systematic approach to voicings employing different string groups, Generic and Specific Voicings, cross reference recognition of equal tonalities, and his comprehensive and systematic study of the fingerboard.
Also see <B>Scales</B>, the first volume Chuck wrote. The last volume which Chuck completed before his death in 1997, <B>Arpeggios</B>, will be released in 2000.",,,,,,"CHUCK WAYNE (1923-1997) One of the most renown Jazz guitarists and teachers, Chuck Wayne was a first-call soloist and session player who recorded with Charlie Parker, Coleman Hawkins, Lester Young and many thers. In addition to his own recordings, Chuck was the guitarist in he original George Shearing Quintet (1949-52) and served as Tony ennett's music director and arranger (1956-57). He later did extensive studio work and was in the TV orchestras of the variety shows hosted by d Sullivan, Carol Burnett and Merv Griffin. Although declining health ventually forced him to stop performing, he continued to teach during his last years.",http://www.musicdispatch.com/product/viewproduct.do?itemid=911
